,model,km,cost
287,2010 Maruti Ritz LXI,"1,01,633kmPetrol2nd Owner","₹ 2,10,799"
288,2013 Maruti Swift VDI,"67,011kmDiesel1st Owner","₹ 3,45,399"
289,2012 Maruti Swift Dzire VDI BS IV,"95,472kmDiesel1st Owner","₹ 2,82,999"
290,2014 Hyundai Elite i20 ASTA 1.4 CRDI,"72,907kmDiesel1st Owner","₹ 4,46,299"
291,2009 Maruti Ritz VXI,"80,590kmPetrol1st Owner","₹ 2,51,299"
292,2013 Maruti Swift Dzire VDI,"79,116kmDiesel1st Owner","₹ 3,69,899"
293,2010 Honda City S MT PETROL,"86,768kmPetrol3rd Owner","₹ 3,38,999"
294,2019 Ford Ecosport 1.5TITANIUM TDCI,"18,721kmDiesel1st Owner","₹ 8,76,899"
295,2013 Maruti Swift Dzire ZDI,"77,823kmDiesel1st Owner","₹ 3,71,099"
296,2009 Maruti Wagon R LXI MINOR,"1,12,057kmPetrol + CNG","₹ 1,82,799"
297,2013 Maruti Swift Dzire ZDI,"88,228kmDiesel1st Owner","₹ 4,23,799"
298,2017 Toyota Innova Crysta 2.4 VX 7 STR,"62,375kmDiesel1st Owner","₹ 15,92,799"
299,2012 Maruti Swift Dzire ZDI,"86,622kmDiesel1st Owner","₹ 3,51,399"
300,2014 Maruti Swift VXI,"71,876kmPetrol1st Owner","₹ 3,82,199"
301,2015 Maruti Swift VDI ABS,"92,086kmDiesel1st Owner","₹ 3,89,099"
302,2016 Maruti Alto K10 VXI,"85,207kmPetrol2nd Owner","₹ 2,68,299"
303,2011 Hyundai Santro Xing GL PLUS,"1,39,038kmPetrol1st Owner","₹ 1,56,799"
304,2017 Mahindra Scorpio S6 PLUS,"42,322kmDiesel1st Owner","₹ 8,56,999"
305,2014 Maruti Swift VDI,"71,382kmDiesel1st Owner","₹ 3,52,599"
306,2010 Skoda Superb ELEGANCE 1.8 TSI AT,"85,270kmPetrol2nd Owner","₹ 3,82,599"
307,2008 Maruti Alto LXI,"54,799kmPetrol1st Owner","₹ 1,12,399"
308,2013 Renault Duster RXL DIESEL 110,"77,490kmDiesel2nd Owner","₹ 3,12,899"
309,2015 Maruti Swift Dzire VDI BS IV,"75,571kmDiesel2nd Owner","₹ 4,00,499"
310,2016 Maruti Alto K10 VXI AMT,"60,770kmPetrol1st Owner","₹ 2,64,399"
311,2013 Renault Duster 85 PS RXE,"78,090kmDiesel1st Owner","₹ 3,40,099"
312,2012 Maruti Ritz VDI,"86,937kmDiesel2nd Owner","₹ 2,64,999"
313,2012 Maruti Swift Dzire VDI BS IV,"1,15,770kmDiesel1st Owner","₹ 2,98,899"
314,2014 Maruti Alto K10 LXI,"79,502kmPetrol1st Owner","₹ 2,24,499"
315,2019 Hyundai VENUE SX(O) CRDi,"25,835kmDiesel1st Owner","₹ 9,72,999"
316,2009 Maruti Zen Estilo VXI,"98,519kmPetrol1st Owner","₹ 1,60,199"
317,2012 Volkswagen Jetta TRENDLINE 1.4 TSI MT,"88,973kmPetrol2nd Owner","₹ 4,39,699"
318,2012 Maruti Swift VDI,"95,400kmDiesel2nd Owner","₹ 2,85,899"
319,2013 Chevrolet Cruze LTZ,"91,254kmDiesel1st Owner","₹ 4,87,399"
320,2015 Honda Jazz 1.2 V AT,"87,341kmPetrol2nd Owner","₹ 4,45,899"
321,2015 Hyundai Creta 1.6 S,"20,087kmPetrol2nd Owner","₹ 7,98,499"
322,2014 Fiat Punto EVO MULTIJET 1.3 90 HP,"82,095kmDiesel1st Owner","₹ 2,66,799"
323,2012 Fiat Grand Punto EMOTION PACK 1.3,"1,15,684kmDiesel1st Owner","₹ 1,42,799"
324,2014 Maruti Swift VDI,"79,144kmDiesel1st Owner","₹ 3,65,999"
325,2015 Maruti Swift VDI ABS,"76,042kmDiesel1st Owner","₹ 4,17,899"
326,2016 Mahindra Scorpio S10,"54,407kmDiesel1st Owner","₹ 9,93,199"
327,2014 Maruti Swift VDI,"72,597kmDiesel1st Owner","₹ 3,59,299"
328,2019 Hyundai VENUE 1.0 TURBO GDI SX+ AT,"7,510kmPetrol1st Owner","₹ 10,64,499"
329,2018 Maruti Vitara Brezza VDI,"57,789kmDiesel1st Owner","₹ 6,42,999"
330,2012 Hyundai Verna FLUIDIC 1.6 SX CRDI OPT,"88,559kmDiesel1st Owner","₹ 4,41,899"
331,2017 Toyota Innova Crysta 2.4 GX 7 STR,"42,841kmDiesel1st Owner","₹ 13,33,499"
332,2012 Maruti Swift Dzire VDI BS IV,"97,973kmDiesel1st Owner","₹ 3,41,399"
333,2008 Hyundai Santro Xing GL,"91,288kmPetrol1st Owner","₹ 1,45,399"
334,2014 Maruti Swift VDI ABS,"83,368kmDiesel1st Owner","₹ 3,60,399"
335,2015 Maruti Swift VDI ABS,"76,724kmDiesel1st Owner","₹ 4,11,699"
336,2010 Maruti Ritz VXI BS IV,"1,61,419kmPetrol2nd Owner","₹ 2,01,799"
337,2014 Hyundai Verna FLUIDIC 1.6 SX CRDI,"82,592kmDiesel2nd Owner","₹ 4,45,999"
338,2012 Maruti Swift Dzire VDI BS IV,"90,249kmDiesel1st Owner","₹ 3,10,299"
339,2011 Honda City S MT PETROL,"1,36,865kmPetrol1st Owner","₹ 3,11,399"
340,2014 Volkswagen Vento COMFORTLINE DIESEL,"82,081kmDiesel1st Owner","₹ 3,14,999"
341,2012 Ford Figo 1.4 LXI DURATORQ,"1,09,230kmDiesel1st Owner","₹ 2,24,199"
342,2019 Maruti Vitara Brezza VDI,"33,431kmDiesel1st Owner","₹ 8,13,999"
343,2013 Renault Duster 85 PS RXE,"84,715kmDiesel2nd Owner","₹ 3,69,599"
344,2018 Hyundai Creta 1.6 SX (O) CRDI,"59,837kmDiesel2nd Owner","₹ 11,41,499"
345,2014 Maruti Swift Dzire VDI BS IV,"82,140kmDiesel2nd Owner","₹ 3,59,899"
346,2013 Maruti Swift Dzire VDI BS IV,"78,368kmDiesel1st Owner","₹ 4,15,799"
347,2011 Maruti Alto K10 VXI,"1,18,427kmPetrol1st Owner","₹ 1,68,499"
348,2015 Toyota Etios CROSS 1.4 GD,"79,123kmDiesel1st Owner","₹ 4,10,599"
349,2011 Toyota Etios VX,"1,06,148kmPetrol2nd Owner","₹ 2,58,599"
350,2014 Maruti Swift Dzire VDI BS IV,"95,770kmDiesel1st Owner","₹ 3,67,599"
351,2012 Hyundai i20 SPORTZ O 1.4 CRDI,"87,995kmDiesel3rd Owner","₹ 2,46,599"
352,2013 Maruti Swift Dzire VDI BS IV,"83,315kmDiesel1st Owner","₹ 3,65,199"
353,2012 Toyota Etios Liva GD,"94,952kmDiesel1st Owner","₹ 2,59,299"
354,2011 Chevrolet Beat LS PETROL,"94,604kmPetrol1st Owner","₹ 1,56,499"
355,2013 Renault Duster 85 PS RXE,"80,353kmDiesel1st Owner","₹ 3,66,599"
356,2013 Maruti Swift VDI,"78,620kmDiesel2nd Owner","₹ 3,55,199"
357,2012 Maruti Ritz LDI,"1,01,187kmDiesel2nd Owner","₹ 2,04,899"
358,2015 Maruti Swift VDI ABS,"86,072kmDiesel1st Owner","₹ 4,12,999"
359,2013 Hyundai i20 SPORTZ 1.4 CRDI,"84,346kmDiesel1st Owner","₹ 3,31,699"
360,2009 Maruti Zen Estilo VXI,"99,165kmPetrol2nd Owner","₹ 1,48,799"
361,2013 Maruti Swift VDI,"82,591kmDiesel1st Owner","₹ 3,31,299"
362,2012 Toyota Etios Liva D 4D GD,"87,914kmDiesel1st Owner","₹ 2,60,799"
363,2011 Maruti Swift VXI,"95,427kmPetrol2nd Owner","₹ 2,55,499"
364,2013 Maruti Swift VDI,"86,036kmDiesel1st Owner","₹ 3,30,399"
365,2012 Maruti Swift VDI,"89,809kmDiesel1st Owner","₹ 2,84,699"
366,2014 Maruti Swift VXI,"84,232kmPetrol1st Owner","₹ 4,02,899"
367,2015 Maruti Swift VDI ABS,"85,611kmDiesel1st Owner","₹ 4,07,799"
368,2013 Mercedes Benz E Class E 220 CDI ELEGANCE,"52,110kmDiesel1st Owner","₹ 12,47,899"
369,2007 Hyundai i10 ERA,"1,09,750kmPetrol1st Owner","₹ 1,55,999"
370,2013 Maruti Swift VDI,"87,567kmDiesel1st Owner","₹ 3,32,999"
371,2015 Ford Figo Aspire 1.2 TREND PETROL,"84,802kmPetrol2nd Owner","₹ 3,45,099"
372,2015 Maruti Swift VDI ABS,"86,417kmDiesel1st Owner","₹ 4,26,199"
373,2015 Maruti Swift Dzire LDI BS IV,"99,782kmDiesel1st Owner","₹ 3,67,699"
374,2007 Maruti Alto LXI,"59,676kmPetrol1st Owner","₹ 1,01,499"
375,2013 Renault Scala RXZ,"89,370kmDiesel1st Owner","₹ 2,52,199"
376,2013 Maruti Swift VDI,"81,239kmDiesel1st Owner","₹ 3,17,599"
377,2015 Maruti Swift VDI ABS,"72,533kmDiesel2nd Owner","₹ 4,04,499"
378,2016 Renault Duster 85 PS RXE,"66,041kmDiesel2nd Owner","₹ 5,69,099"
379,2013 Maruti Swift Dzire VXI AT,"99,254kmPetrol2nd Owner","₹ 3,22,099"
380,2014 Hyundai Grand i10 MAGNA 1.1 CRDI,"85,203kmDiesel2nd Owner","₹ 2,62,399"
381,2014 Maruti Swift VXI,"86,371kmPetrol1st Owner","₹ 3,99,699"
382,2013 Toyota Fortuner 3.0 MT 4X2,"2,05,697kmDiesel1st Owner","₹ 10,21,799"
383,2011 Hyundai i10 MAGNA 1.2 KAPPA2,"1,05,271kmPetrol1st Owner","₹ 2,06,099"
384,2012 Maruti Swift Dzire VDI BS IV,"1,05,522kmDiesel1st Owner","₹ 3,13,899"
385,2010 Honda City S MT PETROL,"1,13,701kmPetrol1st Owner","₹ 3,46,399"
386,2013 Honda Brio 1.2 S MT I VTEC,"93,013kmPetrol1st Owner","₹ 2,09,999"
387,2016 Maruti Baleno ALPHA DDIS 190,"81,175kmDiesel1st Owner","₹ 5,27,299"
388,2013 Maruti Swift VDI,"87,266kmDiesel1st Owner","₹ 3,26,099"
389,2012 Hyundai i20 ASTA 1.4 CRDI,"1,08,007kmDiesel2nd Owner","₹ 3,03,699"
390,2014 Mahindra Scorpio S10,"48,555kmDiesel1st Owner","₹ 8,64,399"
391,2015 Maruti Swift Dzire LDI BS IV,"87,852kmDiesel1st Owner","₹ 3,71,999"
392,2017 Maruti S Cross ALPHA SHVS,"86,066kmDiesel1st Owner","₹ 8,33,299"
393,2013 Renault Duster 85 PS RXL OPT,"93,113kmDiesel1st Owner","₹ 4,15,799"
394,2018 Maruti Vitara Brezza VDI,"67,617kmDiesel1st Owner","₹ 7,30,499"
395,2016 Ford Ecosport 1.5AMBIENTE TI VCT,"74,781kmPetrol2nd Owner","₹ 5,44,699"
396,2012 Maruti Swift VDI,"1,02,024kmDiesel1st Owner","₹ 2,89,999"
397,2013 Honda Brio 1.2 S MT I VTEC,"90,659kmPetrol2nd Owner","₹ 2,32,699"
398,2013 Hyundai i20 MAGNA O 1.4 CRDI,"94,267kmDiesel1st Owner","₹ 3,13,499"
399,2015 Maruti Swift VDI ABS,"92,527kmDiesel1st Owner","₹ 3,77,399"
400,2012 Toyota Corolla Altis D 4D J,"1,05,865kmDiesel1st Owner","₹ 3,71,199"
401,2018 Honda Amaze 1.5 SMT I DTEC,"56,926kmDiesel1st Owner","₹ 5,52,099"
402,2012 Hyundai Verna FLUIDIC 1.6 SX CRDI OPT,"95,741kmDiesel1st Owner","₹ 3,99,699"
403,2017 Maruti Ciaz VDI+ SHVS,"60,966kmDiesel1st Owner","₹ 5,71,699"
404,2012 Maruti Swift VDI,"95,613kmDiesel1st Owner","₹ 3,00,599"
405,2016 Maruti Vitara Brezza VDI,"71,468kmDiesel1st Owner","₹ 6,10,899"
406,2017 Maruti Vitara Brezza ZDI,"92,788kmDiesel1st Owner","₹ 6,48,699"
407,2013 Maruti Ritz LDI,"97,984kmDiesel1st Owner","₹ 2,19,899"
408,2013 Volkswagen Vento HIGHLINE DIESEL,"95,866kmDiesel1st Owner","₹ 3,32,299"
409,2016 Mercedes Benz GLA Class 200 CGI SPOTRS,"27,617kmPetrol1st Owner","₹ 19,52,199"
410,2010 Maruti Ritz LXI,"75,699kmPetrol + CNG","₹ 2,41,399"
411,2014 Hyundai Eon ERA PLUS,"76,990kmPetrol1st Owner","₹ 2,38,299"
412,2016 Maruti S Cross ALPHA 1.6,"82,459kmDiesel1st Owner","₹ 5,30,999"
413,2014 Maruti Swift Dzire VDI BS IV,"92,793kmDiesel1st Owner","₹ 3,89,099"
414,2013 Maruti Ertiga VDI ABS,"86,148kmDiesel2nd Owner","₹ 4,47,799"
415,2014 Maruti Swift VXI,"91,931kmPetrol1st Owner","₹ 3,66,399"
416,2013 Toyota Innova 2.5 GX 7 STR BS IV,"96,015kmDiesel1st Owner","₹ 6,11,599"
417,2017 Ford Ecosport 1.5 TDCI TITANIUM PLUS,"79,368kmDiesel1st Owner","₹ 6,66,299"
418,2010 Honda Jazz 1.2 BASE I VTEC,"1,07,333kmPetrol2nd Owner","₹ 2,35,099"
419,2011 Maruti Ritz VXI BS IV,"1,15,774kmPetrol1st Owner","₹ 2,88,199"
