,model,km,cost
365,"2015 Maruti Baleno
1.2 Alpha
60,000 kmsPetrol","60,000 kmsPetrol","₹ 5.25 Lakh
EMI @ ₹ 10,630
New Delhi"
366,"2017 Hyundai Grand i10
1.2 CRDi Magna
54,000 kmsDiesel","54,000 kmsDiesel","₹ 4.1 Lakh
EMI @ ₹ 8,302
New Delhi"
367,"2013 Mercedes-Benz E-Class
E250 Edition E
94,000 kmsDiesel","94,000 kmsDiesel","₹ 15.5 Lakh
New Delhi"
368,"2014 Honda Amaze
E i-Dtech
1,00,000 kmsDiesel","1,00,000 kmsDiesel","₹ 2.75 Lakh
EMI @ ₹ 5,568
New Delhi"
369,"2015 Ford EcoSport
1.0 Ecoboost Titanium
66,000 kmsPetrol","66,000 kmsPetrol","₹ 5.2 Lakh
EMI @ ₹ 10,529
New Delhi"
370,"2009 Maruti SX4
ZXI MT BSIV
65,000 kmsPetrol","65,000 kmsPetrol","₹ 2.4 Lakh
New Delhi"
371,"2015 Maruti Ciaz
ZDi
75,000 kmsDiesel","75,000 kmsDiesel","₹ 5.9 Lakh
EMI @ ₹ 11,946
Noida"
372,"2016 Hyundai Grand i10
Magna
59,000 kmsPetrol","59,000 kmsPetrol","₹ 4.1 Lakh
EMI @ ₹ 8,302
New Delhi"
373,"2010 Ford Figo
Petrol Titanium
31,000 kmsPetrol","31,000 kmsPetrol","₹ 2.15 Lakh
New Delhi"
374,"2016 Maruti Baleno
1.2 Zeta
54,000 kmsPetrol","54,000 kmsPetrol","₹ 5.3 Lakh
EMI @ ₹ 10,732
New Delhi"
375,"2019 MG Hector
Sharp AT BSIV
21,000 kmsPetrol","21,000 kmsPetrol","₹ 17.25 Lakh
EMI @ ₹ 30,757
New Delhi"
376,"2017 BMW 5 Series
520d Sport Line
23,000 kmsDiesel","23,000 kmsDiesel","₹ 37.9 Lakh
EMI @ ₹ 76,741
New Delhi"
377,"2017 BMW 5 Series
520d Luxury Line
23,000 kmsDiesel","23,000 kmsDiesel","₹ 37.89 Lakh
EMI @ ₹ 76,720
New Delhi"
378,"2016 Mahindra KUV 100
mFALCON G80 K4
50,000 kmsPetrol","50,000 kmsPetrol","₹ 3.7 Lakh
EMI @ ₹ 7,492
New Delhi"
379,"2012 Maruti Swift Dzire
Vdi BSIV
80,000 kmsDiesel","80,000 kmsDiesel","₹ 3.25 Lakh
New Delhi"
380,"2011 Hyundai i10
Magna 1.2 iTech SE
49,000 kmsPetrol","49,000 kmsPetrol","₹ 2.15 Lakh
New Delhi"
381,"2014 Skoda Rapid
1.5 TDI Elegance Plus
99,000 kmsDiesel","99,000 kmsDiesel","₹ 4.3 Lakh
EMI @ ₹ 8,707
New Delhi"
382,"2009 Mercedes-Benz E-Class
E350 Petrol
65,000 kmsPetrol","65,000 kmsPetrol","₹ 9.45 Lakh
Gurgaon"
383,"2017 Mercedes-Benz GLE Class
250d
48,000 kmsDiesel","48,000 kmsDiesel","₹ 47 Lakh
EMI @ ₹ 95,167
New Delhi"
384,"2011 Hyundai Santa Fe
4X4
1,60,000 kmsDiesel","1,60,000 kmsDiesel","₹ 4.99 Lakh
Noida"
385,"2015 Hyundai i20
Sportz 1.2
68,000 kmsPetrol","68,000 kmsPetrol","₹ 4.8 Lakh
EMI @ ₹ 9,719
New Delhi"
386,"2012 Hyundai i10
Magna 1.2 iTech SE
59,000 kmsPetrol","59,000 kmsPetrol","₹ 2.45 Lakh
New Delhi"
387,"2014 Hyundai Grand i10
Sportz
40,000 kmsPetrol","40,000 kmsPetrol","₹ 3.5 Lakh
EMI @ ₹ 7,087
Faridabad"
388,"2015 Maruti Alto 800
LXI Anniversary Edition
29,000 kmsPetrol","29,000 kmsPetrol","₹ 2.4 Lakh
EMI @ ₹ 4,860
New Delhi"
389,"2013 Ford EcoSport
1.5 DV5 MT Titanium
63,900 kmsDiesel","63,900 kmsDiesel","₹ 5.25 Lakh
New Delhi"
390,"2016 Skoda Superb
Style 1.8 TSI AT
55,000 kmsPetrol","55,000 kmsPetrol","₹ 17.5 Lakh
EMI @ ₹ 35,434
New Delhi"
391,"2010 Ford Endeavour
2.5L 4X2 MT
1,20,000 kmsDiesel","1,20,000 kmsDiesel","₹ 5.5 Lakh
Gurgaon"
392,"2018 Maruti Vitara Brezza
ZDi Plus
35,000 kmsDiesel","35,000 kmsDiesel","₹ 8.5 Lakh
EMI @ ₹ 17,211
New Delhi"
393,"2013 Maruti Eeco
5 STR With AC Plus HTR CNG
80,000 kmsCNG","80,000 kmsCNG","₹ 1.8 Lakh
Ghaziabad"
394,"2011 Honda City
1.5 S MT
59,000 kmsPetrol","59,000 kmsPetrol","₹ 3.35 Lakh
New Delhi"
395,"2007 Honda Civic
1.8 S MT
50,000 kmsPetrol","50,000 kmsPetrol","₹ 1.5 Lakh
Gurgaon"
396,"2013 Skoda Superb
Elegance 2.0 TDI CR AT
78,000 kmsDiesel","78,000 kmsDiesel","₹ 5.99 Lakh
New Delhi"
397,"2010 Tata New Safari
DICOR 2.2 GX 4x2
80,000 kmsDiesel","80,000 kmsDiesel","₹ 2.6 Lakh
Noida"
398,"2016 Mahindra KUV 100
mFALCON D75 K6 5str
60,000 kmsDiesel","60,000 kmsDiesel","₹ 2.95 Lakh
EMI @ ₹ 5,973
Faridabad"
399,"2015 Mercedes-Benz New C-Class
C 220 CDI Avantgarde
42,000 kmsDiesel","42,000 kmsDiesel","₹ 23.75 Lakh
EMI @ ₹ 48,089
New Delhi"
400,"2017 Maruti Alto 800
LXI
47,311 kmsPetrol","47,311 kmsPetrol","₹ 2.7 Lakh
Fixed Price
EMI @ ₹ 5,477"
401,"2016 Hyundai Grand i10
Sportz
71,000 kmsPetrol","71,000 kmsPetrol","₹ 4.75 Lakh
EMI @ ₹ 9,618
New Delhi"
402,"2019 Maruti Ignis
Zeta
42,000 kmsPetrol","42,000 kmsPetrol","₹ 5.65 Lakh
EMI @ ₹ 10,074
New Delhi"
403,"2015 Toyota Etios
VXD
1,20,000 kmsDiesel","1,20,000 kmsDiesel","₹ 4 Lakh
EMI @ ₹ 8,099
Noida"
404,"2013 Renault Duster
110PS Diesel RxL
1,44,200 kmsDiesel","1,44,200 kmsDiesel","₹ 3.5 Lakh
Noida"
405,"2011 Toyota Etios Liva
GD
1,00,000 kmsDiesel","1,00,000 kmsDiesel","₹ 2.5 Lakh
New Delhi"
406,"2014 Mahindra XUV500
W8 2WD
76,196 kmsDiesel","76,196 kmsDiesel","₹ 6.5 Lakh
EMI @ ₹ 13,161
Ghaziabad"
407,"2013 Mahindra XUV500
W8 2WD
71,908 kmsDiesel","71,908 kmsDiesel","₹ 6 Lakh
Ghaziabad"
408,"2017 Maruti Swift
VVT VXI
35,000 kmsPetrol","35,000 kmsPetrol","₹ 4.85 Lakh
EMI @ ₹ 9,820
New Delhi"
409,"2019 Ford Ecosport
1.5 Petrol Titanium Plus
19,310 kmsPetrol","19,310 kmsPetrol","₹ 9.5 Lakh
EMI @ ₹ 16,939
New Delhi"
410,"2016 Hyundai Creta
1.6 CRDi AT SX Plus
67,000 kmsDiesel","67,000 kmsDiesel","₹ 10.5 Lakh
EMI @ ₹ 21,261
New Delhi"
411,"2011 Hyundai i20
1.2 Sportz
58,000 kmsPetrol","58,000 kmsPetrol","₹ 2.89 Lakh
New Delhi"
412,"2018 Mahindra TUV 300
T8 AMT
17,000 kmsDiesel","17,000 kmsDiesel","₹ 8.5 Lakh
EMI @ ₹ 17,211
New Delhi"
413,"2016 Honda Amaze
S i-Vtech
66,000 kmsPetrol","66,000 kmsPetrol","₹ 4.3 Lakh
EMI @ ₹ 8,707
New Delhi"
414,"2019 Hyundai Grand i10
1.2 Kappa Sportz BSIV
12,598 kmsPetrol","12,598 kmsPetrol","₹ 5.25 Lakh
Fixed Price
EMI @ ₹ 9,361"
415,"2016 Maruti Ciaz
RS ZDi Plus SHVS
60,000 kmsDiesel","60,000 kmsDiesel","₹ 7 Lakh
EMI @ ₹ 14,174
New Delhi"
416,"2016 Renault KWID
RXT
70,000 kmsPetrol","70,000 kmsPetrol","₹ 2.5 Lakh
EMI @ ₹ 5,062
New Delhi"
417,"2013 Honda Amaze
S i-Dtech
81,000 kmsDiesel","81,000 kmsDiesel","₹ 3.2 Lakh
Faridabad"
418,"2015 Toyota Innova
2.5 VX (Diesel) 7 Seater BS IV
1,02,000 kmsDiesel","1,02,000 kmsDiesel","₹ 9.25 Lakh
EMI @ ₹ 18,730
New Delhi"
419,"2018 Hyundai i20
Diesel Sportz
70,000 kmsDiesel","70,000 kmsDiesel","₹ 5.9 Lakh
EMI @ ₹ 11,946
New Delhi"
420,"2014 Maruti Swift
VDI BSIV
80,000 kmsDiesel","80,000 kmsDiesel","₹ 3.9 Lakh
EMI @ ₹ 7,897
New Delhi"
421,"2019 Maruti Wagon R
LXI CNG
35,000 kmsCNG","35,000 kmsCNG","₹ 5.5 Lakh
EMI @ ₹ 9,807
Gurgaon"
422,"2010 Honda City
1.5 S MT
1,00,000 kmsPetrol","1,00,000 kmsPetrol","₹ 2.6 Lakh
New Delhi"
423,"2018 Datsun RediGO
A
18,000 kmsPetrol","18,000 kmsPetrol","₹ 2.75 Lakh
EMI @ ₹ 5,568
New Delhi"
424,"2016 Hyundai Creta
1.4 CRDi S
60,000 kmsDiesel","60,000 kmsDiesel","₹ 8.25 Lakh
EMI @ ₹ 16,705
Faridabad"
425,"2015 Skoda Rapid
1.6 MPI Elegance Plus
90,000 kmsPetrol","90,000 kmsPetrol","₹ 4.4 Lakh
EMI @ ₹ 8,909
New Delhi"
426,"2011 BMW 5 Series
GT 530d LE
68,000 kmsDiesel","68,000 kmsDiesel","₹ 16.9 Lakh
Faridabad"
427,"2012 Hyundai i20
1.4 CRDi Sportz
89,101 kmsDiesel","89,101 kmsDiesel","₹ 2.63 Lakh
New Delhi"
428,"2014 Mahindra Ssangyong Rexton
RX5
65,000 kmsDiesel","65,000 kmsDiesel","₹ 6.51 Lakh
EMI @ ₹ 13,182
New Delhi"
429,"2012 Toyota Innova
2.5 GX 8 STR BSIV
60,000 kmsDiesel","60,000 kmsDiesel","₹ 5.5 Lakh
New Delhi"
430,"2010 Honda City
i VTEC E
58,000 kmsPetrol","58,000 kmsPetrol","₹ 3.2 Lakh
New Delhi"
431,"2012 BMW 5 Series
520d Sedan
1,00,000 kmsDiesel","1,00,000 kmsDiesel","₹ 12.76 Lakh
New Delhi"
432,"2019 Maruti Baleno
Delta
5,000 kmsPetrol","5,000 kmsPetrol","₹ 6.5 Lakh
EMI @ ₹ 11,590
New Delhi"
433,"2013 Mercedes-Benz New C-Class
220 CDI AT
39,000 kmsDiesel","39,000 kmsDiesel","₹ 13.25 Lakh
New Delhi"
434,"2013 Renault Duster
85PS Diesel RxL
61,000 kmsDiesel","61,000 kmsDiesel","₹ 4.25 Lakh
New Delhi"
435,"2012 Hyundai i10
Sportz
47,000 kmsPetrol","47,000 kmsPetrol","₹ 2.8 Lakh
Ghaziabad"
436,"2017 Volvo XC 90
D5 R-Design
70,000 kmsDiesel","70,000 kmsDiesel","₹ 41.85 Lakh
EMI @ ₹ 84,739
Gurgaon"
437,"2014 Nissan Terrano
XV 110 PS Limited Edition
68,000 kmsDiesel","68,000 kmsDiesel","₹ 4.85 Lakh
EMI @ ₹ 9,820
New Delhi"
438,"2019 Hyundai Verna
VTVT 1.6 SX
25,000 kmsPetrol","25,000 kmsPetrol","₹ 9.63 Lakh
EMI @ ₹ 17,162
Ghaziabad"
439,"2016 Maruti Baleno
Zeta CVT
29,000 kmsPetrol","29,000 kmsPetrol","₹ 6.11 Lakh
EMI @ ₹ 12,372
New Delhi"
440,"2016 Mahindra TUV 300
T8
55,078 kmsDiesel","55,078 kmsDiesel","₹ 6.55 Lakh
EMI @ ₹ 13,263
Faridabad"
441,"2019 Maruti Swift
VXI 2018
13,000 kmsPetrol","13,000 kmsPetrol","₹ 5.65 Lakh
EMI @ ₹ 10,074
Noida"
442,"2020 Maruti Ciaz
Alpha
4,041 kmsPetrol","4,041 kmsPetrol","₹ 10.5 Lakh
EMI @ ₹ 16,936
New Delhi"
443,"2019 Honda Amaze
SX i VTEC
33,000 kmsPetrol","33,000 kmsPetrol","₹ 6.1 Lakh
EMI @ ₹ 10,876
Faridabad"
444,"2011 Honda City
1.5 S MT
56,000 kmsPetrol","56,000 kmsPetrol","₹ 3.65 Lakh
Gurgaon"
445,"2016 Maruti Baleno
1.2 Zeta
60,000 kmsPetrol","60,000 kmsPetrol","₹ 5 Lakh
EMI @ ₹ 10,124
New Delhi"
446,"2016 Hyundai Grand i10
Sportz
54,000 kmsPetrol","54,000 kmsPetrol","₹ 4.25 Lakh
EMI @ ₹ 8,605
New Delhi"
447,"2020 Mercedes-Benz GLC
43 AMG Coupe
4,000 kmsPetrol","4,000 kmsPetrol","₹ 82 Lakh
EMI @ ₹ 1.32 Lakh
Noida"
448,"2013 Mahindra Ssangyong Rexton
RX7
1,00,000 kmsDiesel","1,00,000 kmsDiesel","₹ 6.99 Lakh
Gurgaon"
449,"2013 Ford EcoSport
1.5 DV5 MT Titanium
55,000 kmsDiesel","55,000 kmsDiesel","₹ 4.75 Lakh
New Delhi"
450,"2018 Maruti Vitara Brezza
VDi AMT
26,000 kmsDiesel","26,000 kmsDiesel","₹ 9.21 Lakh
EMI @ ₹ 18,649
New Delhi"
451,"2015 Maruti Ciaz
ZDi Plus SHVS
57,000 kmsDiesel","57,000 kmsDiesel","₹ 5.5 Lakh
EMI @ ₹ 11,137
Ghaziabad"
452,"2011 BMW X1
sDrive 20d Exclusive
52,000 kmsDiesel","52,000 kmsDiesel","₹ 7.99 Lakh
New Delhi"
453,"2018 Honda Amaze
V CVT Petrol
42,000 kmsPetrol","42,000 kmsPetrol","₹ 6.95 Lakh
EMI @ ₹ 14,072
Faridabad"
454,"2013 Toyota Innova
2.5 VX (Diesel) 7 Seater BS IV
71,000 kmsDiesel","71,000 kmsDiesel","₹ 6.95 Lakh
New Delhi"
455,"2014 Honda City
i DTEC E
90,000 kmsDiesel","90,000 kmsDiesel","₹ 4.42 Lakh
EMI @ ₹ 8,956
Noida"
456,"2014 Audi Q3
2.0 TDI Quattro Premium Plus
61,000 kmsDiesel","61,000 kmsDiesel","₹ 15.25 Lakh
EMI @ ₹ 30,879
New Delhi"
457,"2015 Maruti Swift
VXI
60,000 kmsPetrol","60,000 kmsPetrol","₹ 4.35 Lakh
EMI @ ₹ 8,808
New Delhi"
458,"2016 Mercedes-Benz S-Class
S 350 CDI
55,000 kmsDiesel","55,000 kmsDiesel","₹ 45 Lakh
EMI @ ₹ 91,117
Gurgaon"
459,"2013 Honda Brio
VX
17,000 kmsPetrol","17,000 kmsPetrol","₹ 3.4 Lakh
New Delhi"
460,"2018 Maruti Vitara Brezza
ZDi Plus AMT Dual Tone
44,000 kmsDiesel","44,000 kmsDiesel","₹ 9 Lakh
EMI @ ₹ 18,223
New Delhi"
461,"2012 Mercedes-Benz E-Class
E 220 CDI Avantgarde
38,000 kmsDiesel","38,000 kmsDiesel","₹ 10.5 Lakh
New Delhi"
462,"2012 Nissan Micra
Diesel XV
65,000 kmsDiesel","65,000 kmsDiesel","₹ 2.5 Lakh
Ghaziabad"
463,"2007 Maruti SX4
Zxi BSIII
1,09,586 kmsPetrol","1,09,586 kmsPetrol","₹ 1.55 Lakh
New Delhi"
464,"2017 Audi Q3
30 TFSI Premium FWD
39,600 kmsPetrol","39,600 kmsPetrol","₹ 24.8 Lakh
EMI @ ₹ 50,216
Gurgaon"
